name,tag,link
VeBNoR,"Pack of 2 TQH Solid Men Round Neck Sleeveless Black, Li...",https://www.flipkart.com/tqh-solid-men-round-neck-black-grey-t-shirt/p/itme6b86e6146419?pid=TSHG8YCSGHAVQ7BW&lid=LSTTSHG8YCSGHAVQ7BWWX7PXZ&marketplace=FLIPKART&q=clothing&store=clo&srno=s_7_259&otracker=search&otracker1=search&fm=organic&iid=8cbe78b7-41dc-40c8-aef7-135c79000020.TSHG8YCSGHAVQ7BW.SEARCH&ppt=None&ppn=None&ssid=1pq528ayps0000001692034847430&qH=50cf19912960f654
HIGHLANDER,Men Regular Fit Solid Mandarin Collar Casual Shirt,https://www.flipkart.com/vebnor-men-solid-casual-maroon-shirt/p/itm52dbdaf216f45?pid=SHTFXEGUDHPCWZNG&lid=LSTSHTFXEGUDHPCWZNGAG9BJA&marketplace=FLIPKART&q=clothing&store=clo&srno=s_7_260&otracker=search&otracker1=search&fm=organic&iid=8cbe78b7-41dc-40c8-aef7-135c79000020.SHTFXEGUDHPCWZNG.SEARCH&ppt=None&ppn=None&ssid=1pq528ayps0000001692034847430&qH=50cf19912960f654
DEELMO,Men Tapered Fit Mid Rise Grey Jeans,https://www.flipkart.com/highlander-tapered-fit-men-grey-jeans/p/itmb142265417121?pid=JEAGFFUMCPEQYG8Y&lid=LSTJEAGFFUMCPEQYG8YBCEINI&marketplace=FLIPKART&q=clothing&store=clo&srno=s_7_261&otracker=search&otracker1=search&fm=organic&iid=en_VJbs2lqeva4ucGy8T8R4NTTko0LBbPuPvF6tG3GN62yTfpfJZACdifYMTzTbvMangAjRVikCnrzm3xGQkN_osQ%3D%3D&ppt=None&ppn=None&ssid=1pq528ayps0000001692034847430&qH=50cf19912960f654
Blue Wish,Pack of 2 Men Colorblock Cotton Blend Straight Kurta,https://www.flipkart.com/deelmo-men-colorblock-straight-kurta/p/itm2d1cab6b8c552?pid=KTAGHGFVSHTB9USF&lid=LSTKTAGHGFVSHTB9USFQ4UBQT&marketplace=FLIPKART&q=clothing&store=clo&srno=s_7_262&otracker=search&otracker1=search&fm=organic&iid=en_VJbs2lqeva4ucGy8T8R4NTTko0LBbPuPvF6tG3GN62wnUZF7RCP2iiDUHbyBuaJk8tifybBXe-sOSS61iFFVYQ%3D%3D&ppt=None&ppn=None&ssid=1pq528ayps0000001692034847430&qH=50cf19912960f654
EyeBogler,Printed Bollywood Cotton Silk Saree,https://www.flipkart.com/blue-wish-printed-bollywood-cotton-silk-saree/p/itma538b9be431ce?pid=SARG5B7A6PVSWGAX&lid=LSTSARG5B7A6PVSWGAXEVD67N&marketplace=FLIPKART&q=clothing&store=clo&srno=s_7_263&otracker=search&otracker1=search&fm=organic&iid=8cbe78b7-41dc-40c8-aef7-135c79000020.SARG5B7A6PVSWGAX.SEARCH&ppt=None&ppn=None&ssid=1pq528ayps0000001692034847430&qH=50cf19912960f654
COMBRAIDED,Men Striped Polo Neck Cotton Blend Blue T-Shirt,https://www.flipkart.com/eyebogler-striped-men-polo-neck-blue-t-shirt/p/itm186f6204480bb?pid=TSHGB2RY9C8Y2GKH&lid=LSTTSHGB2RY9C8Y2GKHM7WIC4&marketplace=FLIPKART&q=clothing&store=clo&srno=s_7_264&otracker=search&otracker1=search&fm=organic&iid=8cbe78b7-41dc-40c8-aef7-135c79000020.TSHGB2RY9C8Y2GKH.SEARCH&ppt=None&ppn=None&ssid=1pq528ayps0000001692034847430&qH=50cf19912960f654
DEEMOON,Men Slim Fit Dark Green Lycra Blend Trousers,https://www.flipkart.com/combraided-slim-fit-men-dark-green-trousers/p/itm87fec08d66755?pid=TROGMM7A56SWMZYH&lid=LSTTROGMM7A56SWMZYHIJMRBL&marketplace=FLIPKART&q=clothing&store=clo&srno=s_7_265&otracker=search&otracker1=search&fm=organic&iid=8cbe78b7-41dc-40c8-aef7-135c79000020.TROGMM7A56SWMZYH.SEARCH&ppt=None&ppn=None&ssid=1pq528ayps0000001692034847430&qH=50cf19912960f654
GP GARMENTS,Fabreez Large Cotton Handkerchiefs Hanky Kerchief For M...,https://www.flipkart.com/fabreez-large-cotton-handkerchiefs-hanky-kerchief-men-white-striped-xxl-size-46-x-cm-white-handkerchief/p/itm33d29c0968f5c?pid=HKFG8X7GGKRGDQA5&lid=LSTHKFG8X7GGKRGDQA55LOI9O&marketplace=FLIPKART&q=clothing&store=clo&srno=s_7_266&otracker=search&otracker1=search&fm=organic&iid=8cbe78b7-41dc-40c8-aef7-135c79000020.HKFG8X7GGKRGDQA5.SEARCH&ppt=None&ppn=None&ssid=1pq528ayps0000001692034847430&qH=50cf19912960f654
Swagr,Pack of 2 Men Floral Print Cotton Blend Straight Kurta,https://www.flipkart.com/deemoon-men-floral-print-straight-kurta/p/itm6a4f046976b65?pid=KTAGHE8T6UWMGVQZ&lid=LSTKTAGHE8T6UWMGVQZ7GUPGL&marketplace=FLIPKART&q=clothing&store=clo&srno=s_7_267&otracker=search&otracker1=search&fm=organic&iid=en_VJbs2lqeva4ucGy8T8R4NTTko0LBbPuPvF6tG3GN62yUIA7puTLCqwkXJnID7fZr_eVPg4Iap45oYWWwss5qyw%3D%3D&ppt=None&ppn=None&ssid=1pq528ayps0000001692034847430&qH=50cf19912960f654
El Cielo,"Men Printed, Typography Round Neck Cotton Blend White T...",https://www.flipkart.com/gp-garments-printed-typography-men-round-neck-white-t-shirt/p/itm52eba44f8258c?pid=TSHGMV94VKZGZDQU&lid=LSTTSHGMV94VKZGZDQUS1PGFB&marketplace=FLIPKART&q=clothing&store=clo&srno=s_7_268&otracker=search&otracker1=search&fm=organic&iid=en_VJbs2lqeva4ucGy8T8R4NTTko0LBbPuPvF6tG3GN62xfwGcRTdPK1uoO526c4ybT9hnS2ZQhD-jUua7-FdikDw%3D%3D&ppt=None&ppn=None&ssid=1pq528ayps0000001692034847430&qH=50cf19912960f654
WMX,ALYNE FISHCUT Lycra Blend Petticoat,https://www.flipkart.com/alyne-fishcut-lycra-blend-petticoat/p/itmb7316164efe72?pid=PIAGQDUGYM2V2PGS&lid=LSTPIAGQDUGYM2V2PGS5LYAK6&marketplace=FLIPKART&q=clothing&store=clo&srno=s_7_269&otracker=search&otracker1=search&fm=organic&iid=8cbe78b7-41dc-40c8-aef7-135c79000020.PIAGQDUGYM2V2PGS.SEARCH&ppt=None&ppn=None&ssid=1pq528ayps0000001692034847430&qH=50cf19912960f654
BLIVE,Men Solid Ankle Length,https://www.flipkart.com/swagr-men-solid-ankle-length/p/itmfeac03f13a72a?pid=SOCGFGDQ2ZKUWY9Y&lid=LSTSOCGFGDQ2ZKUWY9YYRE1TE&marketplace=FLIPKART&q=clothing&store=clo&srno=s_7_270&otracker=search&otracker1=search&fm=organic&iid=8cbe78b7-41dc-40c8-aef7-135c79000020.SOCGFGDQ2ZKUWY9Y.SEARCH&ppt=None&ppn=None&ssid=1pq528ayps0000001692034847430&qH=50cf19912960f654
UrGear,Men Regular Fit Grey Cotton Blend Trousers,https://www.flipkart.com/el-cielo-regular-fit-men-grey-trousers/p/itmb3e2ffae91653?pid=TROGEJJ6HPNP7XJK&lid=LSTTROGEJJ6HPNP7XJK6RSKQG&marketplace=FLIPKART&q=clothing&store=clo&srno=s_7_271&otracker=search&otracker1=search&fm=organic&iid=en_VJbs2lqeva4ucGy8T8R4NTTko0LBbPuPvF6tG3GN62z_rGx2aChm1gtF1toij5xTGSEXBifHWVCPHVu_lxzKNA%3D%3D&ppt=None&ppn=None&ssid=1pq528ayps0000001692034847430&qH=50cf19912960f654
icome,Solid Men Black Tights,https://www.flipkart.com/wmx-solid-men-black-tights/p/itm02a71e13fbcb0?pid=TGTGNZEHHWJZ2VWD&lid=LSTTGTGNZEHHWJZ2VWDKNO0KV&marketplace=FLIPKART&q=clothing&store=clo&srno=s_7_272&otracker=search&otracker1=search&fm=organic&iid=en_VJbs2lqeva4ucGy8T8R4NTTko0LBbPuPvF6tG3GN62wzUjBY1vFOoe07-ErvFy5LRnM3p3STJp2V1wBtmDi4mQ%3D%3D&ppt=None&ppn=None&ssid=1pq528ayps0000001692034847430&qH=50cf19912960f654
U TURN,Men Solid Henley Neck Cotton Blend Maroon T-Shirt,https://www.flipkart.com/blive-solid-men-henley-neck-maroon-t-shirt/p/itm0cac37a929a97?pid=TSHFVPFKV2Q8SSMB&lid=LSTTSHFVPFKV2Q8SSMBGWAAS6&marketplace=FLIPKART&q=clothing&store=clo&srno=s_7_273&otracker=search&otracker1=search&fm=organic&iid=8cbe78b7-41dc-40c8-aef7-135c79000020.TSHFVPFKV2Q8SSMB.SEARCH&ppt=None&ppn=None&ssid=1pq528ayps0000001692034847430&qH=50cf19912960f654
STONEBERG,"Men Striped Round Neck Pure Cotton White, Black T-Shirt",https://www.flipkart.com/urgear-striped-men-round-neck-white-black-t-shirt/p/itm143912141d068?pid=TSHFXYTNWRJGCDE4&lid=LSTTSHFXYTNWRJGCDE4AIGCNK&marketplace=FLIPKART&q=clothing&store=clo&srno=s_7_274&otracker=search&otracker1=search&fm=organic&iid=8cbe78b7-41dc-40c8-aef7-135c79000020.TSHFXYTNWRJGCDE4.SEARCH&ppt=None&ppn=None&ssid=1pq528ayps0000001692034847430&qH=50cf19912960f654
DEELMO,Men Regular Fit Printed Spread Collar Casual Shirt,https://www.flipkart.com/icome-men-printed-casual-white-red-dark-blue-shirt/p/itm4d714f12f5381?pid=SHTGKDDTNWETGQWY&lid=LSTSHTGKDDTNWETGQWYFHKP1J&marketplace=FLIPKART&q=clothing&store=clo&srno=s_7_275&otracker=search&otracker1=search&fm=organic&iid=8cbe78b7-41dc-40c8-aef7-135c79000020.SHTGKDDTNWETGQWY.SEARCH&ppt=None&ppn=None&ssid=1pq528ayps0000001692034847430&qH=50cf19912960f654
Adrenex,Men Slim Fit Striped Spread Collar Casual Shirt,https://www.flipkart.com/u-turn-men-striped-casual-light-green-white-shirt/p/itm8d24d935a063b?pid=SHTGN54ZRGEFHDGW&lid=LSTSHTGN54ZRGEFHDGWEDRBKO&marketplace=FLIPKART&q=clothing&store=clo&srno=s_7_276&otracker=search&otracker1=search&fm=organic&iid=8cbe78b7-41dc-40c8-aef7-135c79000020.SHTGN54ZRGEFHDGW.SEARCH&ppt=None&ppn=None&ssid=1pq528ayps0000001692034847430&qH=50cf19912960f654
Vitaan,Men Slim Fit Solid Spread Collar Formal Shirt,https://www.flipkart.com/stoneberg-men-solid-formal-purple-shirt/p/itm2d263dd8c2979?pid=SHTGKDH7SKWYA7AN&lid=LSTSHTGKDH7SKWYA7ANCPROVX&marketplace=FLIPKART&q=clothing&store=clo&srno=s_7_277&otracker=search&otracker1=search&fm=organic&iid=en_VJbs2lqeva4ucGy8T8R4NTTko0LBbPuPvF6tG3GN62z3l9gmGTSBe-W9ns7PamHzOZH02lU5aPdhKxtQT0Ijpw%3D%3D&ppt=None&ppn=None&ssid=1pq528ayps0000001692034847430&qH=50cf19912960f654
DEL LUNA,Baby Girls Casual Top Skirt,https://www.flipkart.com/del-luna-baby-girls-casual-top-skirt/p/itm4383972085d85?pid=KPBGNFDH7SPGGD5Y&lid=LSTKPBGNFDH7SPGGD5Y6GOKVW&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_281&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.KPBGNFDH7SPGGD5Y.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
FUBAR,Men Slim Fit Striped Spread Collar Casual Shirt,https://www.flipkart.com/fubar-men-striped-casual-white-shirt/p/itm18cbdf76f164c?pid=SHTGG7GRS9ZFKMST&lid=LSTSHTGG7GRS9ZFKMSTE2JQZF&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_282&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.SHTGG7GRS9ZFKMST.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
Ynr,Men & Women Solid Ankle Length,https://www.flipkart.com/ynr-men-women-solid-ankle-length/p/itmd29e87b469c4d?pid=SOCGMX39BFRDMNZM&lid=LSTSOCGMX39BFRDMNZMDEZ4DH&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_283&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.SOCGMX39BFRDMNZM.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
yashika,Floral Print Bollywood Georgette Saree,https://www.flipkart.com/yashika-floral-print-bollywood-georgette-saree/p/itmcb386e0f107b8?pid=SARGZ5WYPYS82HGD&lid=LSTSARGZ5WYPYS82HGDBKP5SG&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_284&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.SARGZ5WYPYS82HGD.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
AVOLT,Pack of 2 Men Solid Grey Track Pants,https://www.flipkart.com/avolt-solid-men-grey-track-pants/p/itma72401ff3d58b?pid=TKPGHPZFH94SJKVV&lid=LSTTKPGHPZFH94SJKVVEGYEHF&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_285&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.TKPGHPZFH94SJKVV.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
BLIVE,"Men Printed Round Neck Cotton Blend Black, Red T-Shirt",https://www.flipkart.com/blive-printed-men-round-neck-black-red-t-shirt/p/itm75fe0b5b8031f?pid=TSHGQ8M8ZMWJRPPZ&lid=LSTTSHGQ8M8ZMWJRPPZDBFB5D&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_286&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.TSHGQ8M8ZMWJRPPZ.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
StoleVilla,"Printed Chiffon Women Black Scarf, Stole, Fancy Scarf",https://www.flipkart.com/stolevilla-printed-chiffon-women-scarf-stole-fancy-scarf/p/itmd0a05881d2205?pid=SCFG2AHHJPYQJE3P&lid=LSTSCFG2AHHJPYQJE3PNOVZO1&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_287&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.SCFG2AHHJPYQJE3P.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
COMBRAIDED,Men Slim Fit Cream Lycra Blend Trousers,https://www.flipkart.com/combraided-slim-fit-men-cream-trousers/p/itmec794437e7be6?pid=TROGMM7ASZ68MTZT&lid=LSTTROGMM7ASZ68MTZTBAZ8AO&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_288&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.TROGMM7ASZ68MTZT.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
Louis Philippe Sport,GOWRI TEX Woven Black Lungi,https://www.flipkart.com/gowri-tex-woven-black-lungi/p/itmec207f713765b?pid=LNGGG7R7FFJD4ZCQ&lid=LSTLNGGG7R7FFJD4ZCQWUEG5G&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_289&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.LNGGG7R7FFJD4ZCQ.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
Samah,Men Solid Polo Neck Pure Cotton Navy Blue T-Shirt,https://www.flipkart.com/louis-philippe-sport-solid-men-polo-neck-navy-blue-t-shirt/p/itmd6f86b21e09cf?pid=TSHGPPARUYHWYGPH&lid=LSTTSHGPPARUYHWYGPHLEGFP5&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_290&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.TSHGPPARUYHWYGPH.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
Allen Solly,"Printed, Geometric Print, Embellished Bhagalpuri Silk B...",https://www.flipkart.com/samah-printed-geometric-print-embellished-bhagalpuri-silk-blend-cotton-saree/p/itme7215e210e80b?pid=SARGFGQ7GGNAWSRF&lid=LSTSARGFGQ7GGNAWSRFTIZIH3&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_291&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.SARGFGQ7GGNAWSRF.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
EyeBogler,Men Solid Polo Neck Pure Cotton Blue T-Shirt,https://www.flipkart.com/allen-solly-solid-men-polo-neck-blue-t-shirt/p/itmfa5c2a4a94dfd?pid=TSHFJPK42YG7YYYM&lid=LSTTSHFJPK42YG7YYYMXNB85X&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_292&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.TSHFJPK42YG7YYYM.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
VeBNoR,"Men Colorblock High Neck Cotton Blend Green, Black T-Sh...",https://www.flipkart.com/eyebogler-colorblock-men-high-neck-green-black-t-shirt/p/itm137e06ee1fceb?pid=TSHGH42MTNYTFY8C&lid=LSTTSHGH42MTNYTFY8CR3H019&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_293&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.TSHGH42MTNYTFY8C.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
MiraMichi,Men Printed Polo Neck Poly Cotton Light Blue T-Shirt,https://www.flipkart.com/vebnor-printed-men-polo-neck-light-blue-t-shirt/p/itm5a92ca3566ecc?pid=TSHGR4RYGPHDUYRG&lid=LSTTSHGR4RYGPHDUYRGSUWAMI&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_294&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.TSHGR4RYGPHDUYRG.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
METRONAUT By Flipkart,Men Regular Fit Blue Lycra Blend Trousers,https://www.flipkart.com/miramichi-regular-fit-men-blue-trousers/p/itm1a8635efbdad2?pid=TROGMSZTEGXZFHU5&lid=LSTTROGMSZTEGXZFHU5HPLRAU&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_295&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.TROGMSZTEGXZFHU5.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
U TURN,Men Slim Mid Rise Grey Jeans,https://www.flipkart.com/metronaut-flipkart-slim-men-grey-jeans/p/itm604d87fa43dc9?pid=JEAFYQGSHYKZGNGG&lid=LSTJEAFYQGSHYKZGNGG5A4SUL&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_296&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.JEAFYQGSHYKZGNGG.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
VeBNoR,Lyra Churidar  Ethnic Wear Legging,https://www.flipkart.com/lyra-churidar-ethnic-wear-legging/p/itmb686aed69ad56?pid=LJGE2F2ZJFBEBR53&lid=LSTLJGE2F2ZJFBEBR534HNYYQ&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_297&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.LJGE2F2ZJFBEBR53.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
Bullmer,Men Slim Fit Striped Spread Collar Casual Shirt,https://www.flipkart.com/u-turn-men-striped-casual-light-blue-shirt/p/itmf2f82decbd33b?pid=SHTGHATS4KFKGSDT&lid=LSTSHTGHATS4KFKGSDTT0J42M&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_298&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.SHTGHATS4KFKGSDT.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
Manlino,Men Regular Fit Solid Spread Collar Casual Shirt,https://www.flipkart.com/vebnor-men-solid-casual-maroon-shirt/p/itm888dc158ad656?pid=SHTFXW9K48MB4X5W&lid=LSTSHTFXW9K48MB4X5WEG0WHQ&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_299&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.SHTFXW9K48MB4X5W.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
Swagr,Pack of 3 Men Printed Round Neck Pure Cotton Multicolor...,https://www.flipkart.com/bullmer-printed-men-round-neck-multicolor-t-shirt/p/itmc9550a0091096?pid=TSHFSBS5CKWMGWDG&lid=LSTTSHFSBS5CKWMGWDGE68CWC&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_300&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.TSHFSBS5CKWMGWDG.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
We Perfect,Men Striped Polo Neck Pure Cotton Navy Blue T-Shirt,https://www.flipkart.com/manlino-striped-men-polo-neck-navy-blue-t-shirt/p/itmb8ad84252a11c?pid=TSHGAZNKGGCPAKYP&lid=LSTTSHGAZNKGGCPAKYPMIKU0W&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_301&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.TSHGAZNKGGCPAKYP.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
KOTTY,Men & Women Solid Ankle Length,https://www.flipkart.com/swagr-men-women-solid-ankle-length/p/itm7dec88f474da2?pid=SOCGZMGBRVFFHEZW&lid=LSTSOCGZMGBRVFFHEZWB5LP7A&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_302&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.SOCGZMGBRVFFHEZW.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
ZAYSH,Men Regular Fit Grey Lycra Blend Trousers,https://www.flipkart.com/perfect-regular-fit-men-grey-trousers/p/itm3ef4b4490b3c6?pid=TROGFFFZFBHFBHJY&lid=LSTTROGFFFZFBHFBHJYTDUAQR&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_303&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.TROGFFFZFBHFBHJY.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
HELMONT,Women Regular High Rise Black Jeans,https://www.flipkart.com/kotty-regular-women-black-jeans/p/itm9c49bb6a7b41c?pid=JEAGGBNF3SGV4ZFA&lid=LSTJEAGGBNF3SGV4ZFAII5GK7&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_304&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.JEAGGBNF3SGV4ZFA.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
METRONAUT By Flipkart,Men Cargos,https://www.flipkart.com/zaysh-men-cargos/p/itm4bfefb59b6b9d?pid=CRGGARP3JA8NAMNJ&lid=LSTCRGGARP3JA8NAMNJASHL1U&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_305&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.CRGGARP3JA8NAMNJ.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
Triptee,Men Striped Round Neck Cotton Blend Yellow T-Shirt,https://www.flipkart.com/helmont-striped-men-round-neck-yellow-t-shirt/p/itmec8c75de298c7?pid=TSHGEVG8CE9RYUQY&lid=LSTTSHGEVG8CE9RYUQY5M6KUA&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_306&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.TSHGEVG8CE9RYUQY.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
BLIVE,Graphic Print Men Round Neck Cotton Blend Black T-Shirt,https://www.flipkart.com/metronaut-graphic-print-men-round-neck-black-t-shirt/p/itme91e080fdfb13?pid=TSHFNXZFUR2SZBGA&lid=LSTTSHFNXZFUR2SZBGAZHQE39&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_307&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.TSHFNXZFUR2SZBGA.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
VTEXX,Men Solid Round Neck Pure Cotton Green T-Shirt,https://www.flipkart.com/triptee-solid-men-round-neck-green-t-shirt/p/itm1e46377ee6dec?pid=TSHGMFW4HCVPUQ4X&lid=LSTTSHGMFW4HCVPUQ4XVOBOSM&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_308&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.TSHGMFW4HCVPUQ4X.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
Roadster,Pack of 2 Men Typography Round Neck Cotton Blend Dark G...,https://www.flipkart.com/blive-typography-men-round-neck-dark-green-yellow-t-shirt/p/itmcf6b18a561da4?pid=TSHGN5FJAHA6QZE6&lid=LSTTSHGN5FJAHA6QZE6FQFTY7&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_309&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.TSHGN5FJAHA6QZE6.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
Septem,Men Regular Fit Solid Spread Collar Casual Shirt,https://www.flipkart.com/vtexx-men-solid-casual-grey-shirt/p/itm9c10b0f22aa5a?pid=SHTG9HZRXAPXG2B2&lid=LSTSHTG9HZRXAPXG2B2G8D0ZY&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_310&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.SHTG9HZRXAPXG2B2.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
THE HIMALAYAN,Men Skinny Mid Rise Blue Jeans,https://www.flipkart.com/roadster-skinny-men-blue-jeans/p/itm3a8aab1d4024c?pid=JEAFUTGGAVEGDZYV&lid=LSTJEAFUTGGAVEGDZYVHZCSWM&marketplace=FLIPKART&q=clothing&store=clo&srno=s_8_311&otracker=search&otracker1=search&fm=organic&iid=0404df62-e853-4a73-8022-8fec4a5cd1a0.JEAFUTGGAVEGDZYV.SEARCH&ppt=None&ppn=None&ssid=y22nll5mm80000001692034848935&qH=50cf19912960f654
