name,tag,link
COMFIT,Casual Regular Sleeves Printed Women Black Top,https://www.flipkart.com/dream-beauty-fashion-casual-printed-women-black-top/p/itm53c33699af834?pid=TOPGHMRW27Z84HC3&lid=LSTTOPGHMRW27Z84HC3W1T8KT&marketplace=FLIPKART&store=clo&srno=b_7_252&otracker=browse&fm=organic&iid=06690698-0875-49b1-8bfd-373ed665d9f9.TOPGHMRW27Z84HC3.SEARCH&ppt=None&ppn=None&ssid=5o19e0ey800000001692044148287
VTEXX,Men Slim Low Rise White Jeans,https://www.flipkart.com/comfit-slim-men-white-jeans/p/itm867bf5906327c?pid=JEAG36HSWJTX56F9&lid=LSTJEAG36HSWJTX56F90S1EEN&marketplace=FLIPKART&store=clo&srno=b_7_253&otracker=browse&fm=organic&iid=06690698-0875-49b1-8bfd-373ed665d9f9.JEAG36HSWJTX56F9.SEARCH&ppt=None&ppn=None&ssid=5o19e0ey800000001692044148287
PATLANI STYLE,Men Regular Fit Solid Spread Collar Casual Shirt,https://www.flipkart.com/vtexx-men-solid-casual-blue-shirt/p/itm57a2fff4a2529?pid=SHTG9HZRRF3YZF8R&lid=LSTSHTG9HZRRF3YZF8RUUEBC9&marketplace=FLIPKART&store=clo&srno=b_7_254&otracker=browse&fm=organic&iid=06690698-0875-49b1-8bfd-373ed665d9f9.SHTG9HZRRF3YZF8R.SEARCH&ppt=None&ppn=None&ssid=5o19e0ey800000001692044148287
VeBNoR,Embroidered Bollywood Net Saree,https://www.flipkart.com/patlani-style-embroidered-bollywood-net-saree/p/itm6434b4d1d0d2f?pid=SARFSA6VJW8YBV9Y&lid=LSTSARFSA6VJW8YBV9YAEJJDU&marketplace=FLIPKART&store=clo&srno=b_7_255&otracker=browse&fm=organic&iid=06690698-0875-49b1-8bfd-373ed665d9f9.SARFSA6VJW8YBV9Y.SEARCH&ppt=None&ppn=None&ssid=5o19e0ey800000001692044148287
SAKARMAA,"Pack of 2 Men Printed Dark Blue, Grey Track Pants",https://www.flipkart.com/vebnor-printed-men-dark-blue-grey-track-pants/p/itm4d4868c6ef104?pid=TKPGGN6H7F985C7Y&lid=LSTTKPGGN6H7F985C7YJP5CDT&marketplace=FLIPKART&store=clo&srno=b_7_256&otracker=browse&fm=organic&iid=06690698-0875-49b1-8bfd-373ed665d9f9.TKPGGN6H7F985C7Y.SEARCH&ppt=None&ppn=None&ssid=5o19e0ey800000001692044148287
BLIVE,"Women Top & Pyjama Set White, Blue Printed",https://www.flipkart.com/sakarmaa-women-printed-white-blue-top-pyjama-set/p/itm50c09383580fb?pid=NSTGHJY5MZGMTRQA&lid=LSTNSTGHJY5MZGMTRQAIUCNGU&marketplace=FLIPKART&store=clo&srno=b_7_257&otracker=browse&fm=organic&iid=06690698-0875-49b1-8bfd-373ed665d9f9.NSTGHJY5MZGMTRQA.SEARCH&ppt=None&ppn=None&ssid=5o19e0ey800000001692044148287
METRONAUT By Flipkart,"Men Striped Round Neck Cotton Blend Maroon, Grey T-Shir...",https://www.flipkart.com/blive-striped-men-round-neck-maroon-grey-t-shirt/p/itmb7797966f3e45?pid=TSHGY23HAZSREJPZ&lid=LSTTSHGY23HAZSREJPZ97TOUF&marketplace=FLIPKART&store=clo&srno=b_7_258&otracker=browse&fm=organic&iid=06690698-0875-49b1-8bfd-373ed665d9f9.TSHGY23HAZSREJPZ.SEARCH&ppt=None&ppn=None&ssid=5o19e0ey800000001692044148287
N AND J,Men Slim Mid Rise Grey Jeans,https://www.flipkart.com/metronaut-flipkart-slim-men-grey-jeans/p/itm604d87fa43dc9?pid=JEAFYQGSXHZWHC6H&lid=LSTJEAFYQGSXHZWHC6HOFDGEZ&marketplace=FLIPKART&store=clo&srno=b_7_259&otracker=browse&fm=organic&iid=06690698-0875-49b1-8bfd-373ed665d9f9.JEAFYQGSXHZWHC6H.SEARCH&ppt=None&ppn=None&ssid=5o19e0ey800000001692044148287
Navy Sport,Men Slim Fit Printed Spread Collar Casual Shirt,https://www.flipkart.com/n-j-men-printed-casual-blue-shirt/p/itmd67f7c0c515ac?pid=SHTGCWH68ZR2JDED&lid=LSTSHTGCWH68ZR2JDEDXU2T5J&marketplace=FLIPKART&store=clo&srno=b_7_260&otracker=browse&fm=organic&iid=06690698-0875-49b1-8bfd-373ed665d9f9.SHTGCWH68ZR2JDED.SEARCH&ppt=None&ppn=None&ssid=5o19e0ey800000001692044148287
THE HIMALAYAN,Men Solid Ankle Length,https://www.flipkart.com/navy-sport-men-solid-ankle-length/p/itm9d64ebd81ad77?pid=SOCF8FG79GFFZ7H3&lid=LSTSOCF8FG79GFFZ7H3EJZCRL&marketplace=FLIPKART&store=clo&srno=b_7_261&otracker=browse&fm=organic&iid=06690698-0875-49b1-8bfd-373ed665d9f9.SOCF8FG79GFFZ7H3.SEARCH&ppt=None&ppn=None&ssid=5o19e0ey800000001692044148287
VeBNoR,Solid Men Track Suit,https://www.flipkart.com/himalayan-solid-men-track-suit/p/itm33d2b16b8f4e6?pid=TKSGG7D3YBPGZKXG&lid=LSTTKSGG7D3YBPGZKXGVITVR5&marketplace=FLIPKART&store=clo&srno=b_7_262&otracker=browse&fm=organic&iid=06690698-0875-49b1-8bfd-373ed665d9f9.TKSGG7D3YBPGZKXG.SEARCH&ppt=None&ppn=None&ssid=5o19e0ey800000001692044148287
BLIVE,Men Regular Fit Printed Spread Collar Casual Shirt,https://www.flipkart.com/vebnor-men-printed-casual-green-shirt/p/itm0f5da6968847b?pid=SHTGMTFFVF6QPXHV&lid=LSTSHTGMTFFVF6QPXHVGFGEXR&marketplace=FLIPKART&store=clo&srno=b_7_263&otracker=browse&fm=organic&iid=06690698-0875-49b1-8bfd-373ed665d9f9.SHTGMTFFVF6QPXHV.SEARCH&ppt=None&ppn=None&ssid=5o19e0ey800000001692044148287
HSR,"Men Striped Round Neck Cotton Blend Black, Grey T-Shirt",https://www.flipkart.com/blive-striped-men-round-neck-black-grey-t-shirt/p/itmec680914f2083?pid=TSHGDED34GBYGZHU&lid=LSTTSHGDED34GBYGZHUHQH4KV&marketplace=FLIPKART&store=clo&srno=b_7_264&otracker=browse&fm=organic&iid=06690698-0875-49b1-8bfd-373ed665d9f9.TSHGDED34GBYGZHU.SEARCH&ppt=None&ppn=None&ssid=5o19e0ey800000001692044148287
CYPHUS,Women Shapewear,https://www.flipkart.com/hsr-women-shapewear/p/itmdbf2f88d60d2d?pid=SPWG3KTAYHKNMMMC&lid=LSTSPWG3KTAYHKNMMMCFWPN7U&marketplace=FLIPKART&store=clo&srno=b_7_265&otracker=browse&fm=organic&iid=06690698-0875-49b1-8bfd-373ed665d9f9.SPWG3KTAYHKNMMMC.SEARCH&ppt=None&ppn=None&ssid=5o19e0ey800000001692044148287
INKKR,Men Regular Fit Dark Blue Cotton Blend Trousers,https://www.flipkart.com/cyphus-regular-fit-men-dark-blue-trousers/p/itm7f3a2852e4329?pid=TROFZZ8JUX3P3JKA&lid=LSTTROFZZ8JUX3P3JKAM4SIKF&marketplace=FLIPKART&store=clo&srno=b_7_266&otracker=browse&fm=organic&iid=06690698-0875-49b1-8bfd-373ed665d9f9.TROFZZ8JUX3P3JKA.SEARCH&ppt=None&ppn=None&ssid=5o19e0ey800000001692044148287
Vitaan,"higadget Men's 100% Cotton Striped Handkerchief (White,...",https://www.flipkart.com/higadget-men-s-100-cotton-striped-handkerchief-white-xxl-pack-12-white/p/itmfcsnfn8dcczgf?pid=HKFFCQ88KW49PZKT&lid=LSTHKFFCQ88KW49PZKTQ5D7WL&marketplace=FLIPKART&store=clo&srno=b_7_267&otracker=browse&fm=organic&iid=06690698-0875-49b1-8bfd-373ed665d9f9.HKFFCQ88KW49PZKT.SEARCH&ppt=None&ppn=None&ssid=5o19e0ey800000001692044148287
VeBNoR,Men Solid Polo Neck Cotton Blend White T-Shirt,https://www.flipkart.com/inkkr-solid-men-polo-neck-white-t-shirt/p/itm20dbe15f645ad?pid=TSHG62UYRUHEAYMU&lid=LSTTSHG62UYRUHEAYMUY1928U&marketplace=FLIPKART&store=clo&srno=b_7_268&otracker=browse&fm=organic&iid=06690698-0875-49b1-8bfd-373ed665d9f9.TSHG62UYRUHEAYMU.SEARCH&ppt=None&ppn=None&ssid=5o19e0ey800000001692044148287
OKHARVI,"Pack of 2 Solid Men Black, Blue Sports Shorts",https://www.flipkart.com/vitaan-solid-men-black-blue-sports-shorts/p/itm71ab3a88cc134?pid=SRTGAECZTDPHTCYF&lid=LSTSRTGAECZTDPHTCYFDQVHS8&marketplace=FLIPKART&store=clo&srno=b_7_269&otracker=browse&fm=organic&iid=06690698-0875-49b1-8bfd-373ed665d9f9.SRTGAECZTDPHTCYF.SEARCH&ppt=None&ppn=None&ssid=5o19e0ey800000001692044148287
yashika,Men Regular Fit Solid Mandarin Collar Casual Shirt,https://www.flipkart.com/vebnor-men-solid-casual-blue-shirt/p/itmcb53ae0d7c7bd?pid=SHTFVC7HENYKJWZD&lid=LSTSHTFVC7HENYKJWZDJUSBZ6&marketplace=FLIPKART&store=clo&srno=b_7_270&otracker=browse&fm=organic&iid=06690698-0875-49b1-8bfd-373ed665d9f9.SHTFVC7HENYKJWZD.SEARCH&ppt=None&ppn=None&ssid=5o19e0ey800000001692044148287
PETER ENGLAND,"Men Color Block Ankle Length, Low Cut",https://www.flipkart.com/okharvi-men-color-block-ankle-length-low-cut/p/itm174d64b804d4b?pid=SOCGKQDXESWJJGJ2&lid=LSTSOCGKQDXESWJJGJ2AB4J8V&marketplace=FLIPKART&store=clo&srno=b_7_271&otracker=browse&fm=organic&iid=06690698-0875-49b1-8bfd-373ed665d9f9.SOCGKQDXESWJJGJ2.SEARCH&ppt=None&ppn=None&ssid=5o19e0ey800000001692044148287
We Perfect,Floral Print Bollywood Georgette Saree,https://www.flipkart.com/yashika-floral-print-bollywood-georgette-saree/p/itmcb386e0f107b8?pid=SARGZ5WYPYS82HGD&lid=LSTSARGZ5WYPYS82HGDBKP5SG&marketplace=FLIPKART&store=clo&srno=b_7_272&otracker=browse&fm=organic&iid=06690698-0875-49b1-8bfd-373ed665d9f9.SARGZ5WYPYS82HGD.SEARCH&ppt=None&ppn=None&ssid=5o19e0ey800000001692044148287
MiraMichi,Men Skinny Mid Rise Dark Blue Jeans,https://www.flipkart.com/peter-england-skinny-men-dark-blue-jeans/p/itm45e901dc61650?pid=JEAGQYFPHQA8Y5YX&lid=LSTJEAGQYFPHQA8Y5YXU44QYA&marketplace=FLIPKART&store=clo&srno=b_7_273&otracker=browse&fm=organic&iid=06690698-0875-49b1-8bfd-373ed665d9f9.JEAGQYFPHQA8Y5YX.SEARCH&ppt=None&ppn=None&ssid=5o19e0ey800000001692044148287
Reya,LUX LYRA Ankle Length  Western Wear Legging,https://www.flipkart.com/lux-lyra-ankle-length-western-wear-legging/p/itm904734f4caebd?pid=LGGFVH8WNJNZRXHY&lid=LSTLGGFVH8WNJNZRXHYOZKAPZ&marketplace=FLIPKART&store=clo&srno=b_7_274&otracker=browse&fm=organic&iid=06690698-0875-49b1-8bfd-373ed665d9f9.LGGFVH8WNJNZRXHY.SEARCH&ppt=None&ppn=None&ssid=5o19e0ey800000001692044148287
Kedy,Fabreez Large Cotton Handkerchiefs Hanky Kerchief For M...,https://www.flipkart.com/fabreez-large-cotton-handkerchiefs-hanky-kerchief-men-white-striped-xxl-size-46-x-cm-white-handkerchief/p/itm33d29c0968f5c?pid=HKFG8X7GGKRGDQA5&lid=LSTHKFG8X7GGKRGDQA55LOI9O&marketplace=FLIPKART&store=clo&srno=b_7_275&otracker=browse&fm=organic&iid=06690698-0875-49b1-8bfd-373ed665d9f9.HKFG8X7GGKRGDQA5.SEARCH&ppt=None&ppn=None&ssid=5o19e0ey800000001692044148287
QARSH,Men Regular Fit Grey Lycra Blend Trousers,https://www.flipkart.com/perfect-regular-fit-men-grey-trousers/p/itm3ef4b4490b3c6?pid=TROGFFFZFBHFBHJY&lid=LSTTROGFFFZFBHFBHJYTDUAQR&marketplace=FLIPKART&store=clo&srno=b_7_276&otracker=browse&fm=organic&iid=06690698-0875-49b1-8bfd-373ed665d9f9.TROGFFFZFBHFBHJY.SEARCH&ppt=None&ppn=None&ssid=5o19e0ey800000001692044148287
FUBAR,Men Slim Fit Khaki Cotton Blend Trousers,https://www.flipkart.com/fubar-slim-fit-men-khaki-trousers/p/itmfd807ce85f6c2?pid=TROGYMJFQFSVBZNZ&lid=LSTTROGYMJFQFSVBZNZBVSYQQ&marketplace=FLIPKART&store=clo&srno=b_8_281&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.TROGYMJFQFSVBZNZ.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
comfits,Men Slim Mid Rise Black Jeans,https://www.flipkart.com/comfits-slim-men-black-jeans/p/itm0deb97bb36ee0?pid=JEAGEZXBNHYZGZNQ&lid=LSTJEAGEZXBNHYZGZNQMAUYLC&marketplace=FLIPKART&store=clo&srno=b_8_282&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.JEAGEZXBNHYZGZNQ.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
Pepzo,Men Regular Fit Solid Spread Collar Casual Shirt,https://www.flipkart.com/pepzo-men-solid-casual-red-shirt/p/itm841b09ef732d0?pid=SHTFYUQX9G3JDYNY&lid=LSTSHTFYUQX9G3JDYNYN9UGDH&marketplace=FLIPKART&store=clo&srno=b_8_283&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.SHTFYUQX9G3JDYNY.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
Bullmer,Pack of 3 Men Printed Round Neck Pure Cotton Multicolor...,https://www.flipkart.com/bullmer-printed-men-round-neck-multicolor-t-shirt/p/itmc9550a0091096?pid=TSHFSBS5RXB8GY6H&lid=LSTTSHFSBS5RXB8GY6HLFBESX&marketplace=FLIPKART&store=clo&srno=b_8_284&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.TSHFSBS5RXB8GY6H.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
never lose,"Men Striped Knee High, Over the Knee",https://www.flipkart.com/never-lose-men-striped-knee-high-over/p/itm15e70f64efc32?pid=SOCFGGYAE6TZ63ZQ&lid=LSTSOCFGGYAE6TZ63ZQNIZOVL&marketplace=FLIPKART&store=clo&srno=b_8_285&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.SOCFGGYAE6TZ63ZQ.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
KOTTY,Women Regular High Rise Black Jeans,https://www.flipkart.com/kotty-regular-women-black-jeans/p/itmbd2194b7512df?pid=JEAGFFMYHMKHUTM5&lid=LSTJEAGFFMYHMKHUTM58IPWD5&marketplace=FLIPKART&store=clo&srno=b_8_286&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.JEAGFFMYHMKHUTM5.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
Swagr,Men Solid Ankle Length,https://www.flipkart.com/swagr-men-solid-ankle-length/p/itm7e5b67a395934?pid=SOCGPGRWDZSWHZNH&lid=LSTSOCGPGRWDZSWHZNHZLJE2Z&marketplace=FLIPKART&store=clo&srno=b_8_287&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.SOCGPGRWDZSWHZNH.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
HSR,Women Shapewear,https://www.flipkart.com/hsr-women-shapewear/p/itm8abe7f0145112?pid=SPWGKX3MV4YCGFNS&lid=LSTSPWGKX3MV4YCGFNS5NLQZJ&marketplace=FLIPKART&store=clo&srno=b_8_288&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.SPWGKX3MV4YCGFNS.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
VT VILLA,Women Shapewear,https://www.flipkart.com/vt-villa-women-shapewear/p/itm09c5f99000df1?pid=SPWG9PRHSPWXHHGX&lid=LSTSPWG9PRHSPWXHHGXSYSVGP&marketplace=FLIPKART&store=clo&srno=b_8_289&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.SPWG9PRHSPWXHHGX.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
VeBNoR,Men Printed Polo Neck Poly Cotton Light Blue T-Shirt,https://www.flipkart.com/vebnor-printed-men-polo-neck-light-blue-t-shirt/p/itm5a92ca3566ecc?pid=TSHGR4RYGPHDUYRG&lid=LSTTSHGR4RYGPHDUYRGSUWAMI&marketplace=FLIPKART&store=clo&srno=b_8_290&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.TSHGR4RYGPHDUYRG.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
allan peter,Men Regular Fit Checkered Mandarin Collar Casual Shirt,https://www.flipkart.com/allan-peter-men-checkered-casual-light-blue-shirt/p/itmdebcee04194ef?pid=SHTG4TKNUGZTZAE4&lid=LSTSHTG4TKNUGZTZAE4FFQ9NU&marketplace=FLIPKART&store=clo&srno=b_8_291&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.SHTG4TKNUGZTZAE4.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
FIBERMILL,Men Regular Fit Solid Spread Collar Formal Shirt,https://www.flipkart.com/fibermill-men-solid-formal-grey-shirt/p/itm919c0f36bb89a?pid=SHTGHQ6HCSZHWHUR&lid=LSTSHTGHQ6HCSZHWHURFRGZ99&marketplace=FLIPKART&store=clo&srno=b_8_292&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.SHTGHQ6HCSZHWHUR.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
FUBAR,Men Slim Fit Striped Spread Collar Casual Shirt,https://www.flipkart.com/fubar-men-striped-casual-blue-dark-blue-shirt/p/itmee1258cedf21f?pid=SHTGZVHEZWGCKKME&lid=LSTSHTGZVHEZWGCKKME7BIBSE&marketplace=FLIPKART&store=clo&srno=b_8_293&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.SHTGZVHEZWGCKKME.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
vaishakhi enterprise,Men Color Block Ankle Length,https://www.flipkart.com/vaishakhi-enterprise-men-color-block-ankle-length/p/itm79679bfe6693a?pid=SOCFN4GMVM59RZHF&lid=LSTSOCFN4GMVM59RZHFZDNPG8&marketplace=FLIPKART&store=clo&srno=b_8_294&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.SOCFN4GMVM59RZHF.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
Jump Cuts,Pack of 2 Men Vest,https://www.flipkart.com/jump-cuts-men-vest/p/itmbef1eb532861f?pid=VESGGWUVFRZHNPMF&lid=LSTVESGGWUVFRZHNPMFE7SAGP&marketplace=FLIPKART&store=clo&srno=b_8_295&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.VESGGWUVFRZHNPMF.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
Septem,"Pack of 2 Solid Men Grey Sports Shorts, Gym Shorts",https://www.flipkart.com/septem-solid-men-grey-sports-shorts-gym-shorts/p/itm0bae0b1ecdac3?pid=SRTGZUGRGTUVNGRZ&lid=LSTSRTGZUGRGTUVNGRZRTBLMF&marketplace=FLIPKART&store=clo&srno=b_8_296&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.SRTGZUGRGTUVNGRZ.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
VeBNoR,Men Regular Fit Solid Mandarin Collar Casual Shirt,https://www.flipkart.com/vebnor-men-solid-casual-dark-blue-shirt/p/itm789b4cb012969?pid=SHTFXDN777DYCGYM&lid=LSTSHTFXDN777DYCGYMNL3JVE&marketplace=FLIPKART&store=clo&srno=b_8_297&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.SHTFXDN777DYCGYM.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
YOUR SHOPPING STORE,Men Ankle Length,https://www.flipkart.com/your-shopping-store-men-ankle-length/p/itmcec4f325b724f?pid=SOCGQGFWZAVQPGJ5&lid=LSTSOCGQGFWZAVQPGJ5T5ITNV&marketplace=FLIPKART&store=clo&srno=b_8_298&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.SOCGQGFWZAVQPGJ5.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
Try This,Men Colorblock Hooded Neck Cotton Blend White T-Shirt,https://www.flipkart.com/try-colorblock-men-hooded-neck-white-t-shirt/p/itmf9b65817ec595?pid=TSHG9UEJGAZPQ6BV&lid=LSTTSHG9UEJGAZPQ6BVVEPH3F&marketplace=FLIPKART&store=clo&srno=b_8_299&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.TSHG9UEJGAZPQ6BV.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
Try This,"Men Colorblock Round Neck Cotton Blend White, Black T-S...",https://www.flipkart.com/try-colorblock-men-round-neck-white-black-t-shirt/p/itme7eb0664937f4?pid=TSHGYCHZYUEHX5TX&lid=LSTTSHGYCHZYUEHX5TXKCSGEN&marketplace=FLIPKART&store=clo&srno=b_8_300&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.TSHGYCHZYUEHX5TX.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
BEECELL CREATION,Women Shapewear,https://www.flipkart.com/beecell-creation-women-shapewear/p/itm08901ec307349?pid=SPWGDSJK7JRZKQ9Y&lid=LSTSPWGDSJK7JRZKQ9YRCQOT4&marketplace=FLIPKART&store=clo&srno=b_8_301&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.SPWGDSJK7JRZKQ9Y.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
Little Port,Unisex Color Block Low Cut,https://www.flipkart.com/little-port-unisex-color-block-low-cut/p/itm86b1e5e56a099?pid=SOCGQZ5X39EY9VY9&lid=LSTSOCGQZ5X39EY9VY9WDW4NX&marketplace=FLIPKART&store=clo&srno=b_8_302&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.SOCGQZ5X39EY9VY9.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
VeBNoR,Men Regular Fit Solid Spread Collar Casual Shirt,https://www.flipkart.com/vebnor-men-solid-casual-maroon-shirt/p/itm888dc158ad656?pid=SHTFXW9K48MB4X5W&lid=LSTSHTFXW9K48MB4X5WEG0WHQ&marketplace=FLIPKART&store=clo&srno=b_8_303&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.SHTFXW9K48MB4X5W.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
ksevencreation,Floral Print Bollywood Lycra Blend Saree,https://www.flipkart.com/ksevencreation-floral-print-bollywood-lycra-blend-saree/p/itm427a9823048c1?pid=SARFWSMFBMJJ66X8&lid=LSTSARFWSMFBMJJ66X8GC52N2&marketplace=FLIPKART&store=clo&srno=b_8_304&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.SARFWSMFBMJJ66X8.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
AVOLT,"Pack of 2 Men Solid Black, Green Track Pants",https://www.flipkart.com/avolt-solid-men-black-green-track-pants/p/itm67fc397147995?pid=TKPGZZ27H6E7SPHP&lid=LSTTKPGZZ27H6E7SPHPDKDD9E&marketplace=FLIPKART&store=clo&srno=b_8_305&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.TKPGZZ27H6E7SPHP.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
Solbiza,Men Regular Fit Solid Casual Shirt,https://www.flipkart.com/solbiza-men-solid-casual-black-shirt/p/itm1c00f8f1b491d?pid=SHTG5VZNDYRSYPHP&lid=LSTSHTG5VZNDYRSYPHPZDFWN4&marketplace=FLIPKART&store=clo&srno=b_8_306&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.SHTG5VZNDYRSYPHP.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
METRONAUT,Men Full Sleeve Printed Sweatshirt,https://www.flipkart.com/metronaut-full-sleeve-printed-men-sweatshirt/p/itmf7f30b07d0201?pid=SWSGEHJ4MEFDZNED&lid=LSTSWSGEHJ4MEFDZNEDWRMBHV&marketplace=FLIPKART&store=clo&srno=b_8_307&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.SWSGEHJ4MEFDZNED.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
Try This,"Men Colorblock Round Neck Cotton Blend Black, Grey T-Sh...",https://www.flipkart.com/try-colorblock-men-round-neck-black-grey-t-shirt/p/itm8cff5d7dc8343?pid=TSHG9RJEMSZPYSRR&lid=LSTTSHG9RJEMSZPYSRRUESUDA&marketplace=FLIPKART&store=clo&srno=b_8_308&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.TSHG9RJEMSZPYSRR.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
Reya,Men Striped Round Neck Cotton Blend Black T-Shirt,https://www.flipkart.com/reya-striped-men-round-neck-black-t-shirt/p/itmc0f20f32e872c?pid=TSHFURHKNHRW2BZZ&lid=LSTTSHFURHKNHRW2BZZ1SLKRP&marketplace=FLIPKART&store=clo&srno=b_8_309&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.TSHFURHKNHRW2BZZ.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
VTEXX,Men Regular Fit Solid Spread Collar Casual Shirt,https://www.flipkart.com/vtexx-men-solid-casual-maroon-shirt/p/itm25789d7c73ff6?pid=SHTG9HZRXEPUFF9X&lid=LSTSHTG9HZRXEPUFF9XKBFGHH&marketplace=FLIPKART&store=clo&srno=b_8_310&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.SHTG9HZRXEPUFF9X.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
BLIVE,Pack of 2 Men Striped Round Neck Cotton Blend Dark Blue...,https://www.flipkart.com/blive-striped-men-round-neck-dark-blue-red-t-shirt/p/itm481c77db8af7a?pid=TSHGMGJNKGQGZHGK&lid=LSTTSHGMGJNKGQGZHGKA4RDGS&marketplace=FLIPKART&store=clo&srno=b_8_311&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.TSHGMGJNKGQGZHGK.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
LX product,Pack of 6 Women Full Coverage Non Padded Bra,https://www.flipkart.com/lx-product-lycra-aster-women-full-coverage-non-padded-bra/p/itmf4e3ac757cbeb?pid=BRAFW7Z445RHQSD9&lid=LSTBRAFW7Z445RHQSD9DODSCS&marketplace=FLIPKART&store=clo&srno=b_8_312&otracker=browse&fm=organic&iid=d96654cb-2342-4afd-a55c-613fbd2483b1.BRAFW7Z445RHQSD9.SEARCH&ppt=None&ppn=None&ssid=eu43neathc0000001692044150932
